,sigma_theta,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0,0.31622776601683794,0.08728045528183713,0.10308055543575484,0.08716888165431493,0.10319984986561599,0.08706736822420447,0.10322634716367111,63.523643901163304,63.35059229668445,63.522723085939596,63.34967306855121,0.08675876029138324,-1474.3266018108543,96.7098333762956,65.028993858943,0.08730113148902766,0.10310966027766699,0.08558028573250656
1,1.0,0.5053446396641275,0.4829416922878852,0.497183573065087,0.4793634633211684,0.528567461834901,0.5129348658388635,53.734695424059645,53.71320767659428,53.73378571440623,53.712293759656845,0.4973881188969799,-1752.4205156721432,76.78234189625911,55.323828252054504,0.49695412983484116,0.4795428081554414,0.48757987236191797
2,2.23606797749979,0.9372809223208066,0.8054201226778068,0.915734864366846,0.7984148320244014,0.9538520282544454,0.8221899430110055,29.543714819495797,29.474598741353383,29.55240398472064,29.478067601248497,0.9156753063041918,-2317.870259224097,41.03712823960533,30.9096949590152,0.9156926674925907,0.7984131411237804,0.9028190190783449
0,0.31622776601683794,0.09200064943708149,0.01680624413549026,0.09002701636785254,0.016611416298939276,0.08919240937664294,0.016515587538256795,65.66485073907941,65.6759295417432,65.66393453658017,65.67500976462706,0.08918737504869628,-1427.2716939644415,98.62872910354218,67.36450194709788,0.0905745990069635,0.016916828971326594,0.08383488102640067
1,1.0,0.49827393892250615,0.4470201420364215,0.49823459517588475,0.44705405482003996,0.5314269577480555,0.46226977864091123,54.4976223643258,54.175138928276844,54.49670731247302,54.17422414820927,0.4962155949377925,-1729.0494978523436,78.77556254861955,55.78268083202981,0.49799792703575535,0.44725007427821994,0.4804414645938437
2,2.23606797749979,0.9752517363819465,0.8498220642971142,0.8969320726946144,0.7572618170670408,0.9062511550927126,0.7994175164526246,35.16336362626831,34.65672109953579,35.16554145945797,34.65612834719417,0.8881875335934523,-2264.5794248478887,49.11755902925581,36.12908691600401,0.8971781590162932,0.7573285338127553,0.8587560065451517
0,0.31622776601683794,0.10245911020120517,0.13209232575579358,0.10243000449726247,0.1321394596341022,0.10161543159023699,0.1326047101565571,62.445579967486125,62.637520926443806,62.444661977833334,62.6366022261679,0.10199511602983471,-1490.3014172405517,93.13159984470761,64.30210764302251,0.10246824021008495,0.13224404857370087,0.1011067574009558
1,1.0,0.526160283718501,0.4869787761388302,0.5222856122754955,0.485768431855729,0.5312852663582638,0.5256696623001851,53.536261572226124,54.229027484289865,53.53535520330544,54.228114731434765,0.5169603105283691,-1773.2146972792611,69.33769673296204,55.829923853226546,0.5224151861674666,0.48584876976919394,0.5067896194978815
2,2.23606797749979,0.8718914110568433,0.8291432911000564,0.8552408660857543,0.8011268761028255,0.8770973424089079,0.8321609911675906,30.48183624934323,30.806340475684284,30.475099551132477,30.808674538105194,0.8505827775796416,-2303.4571306945063,41.61881922896643,32.27573800252489,0.8555496468933319,0.8011278276477161,0.8465287897023274
0,0.31622776601683794,0.09366958918596284,0.09072343634396907,0.09360755039532684,0.09081334559639413,0.09145839395741423,0.09372309650771127,63.181052963206305,62.46446336980704,63.18012754486116,62.46354427968113,0.0920813540723586,-1469.417341109919,93.85809828887243,64.13833699846435,0.0936706662690536,0.09073861659387512,0.08596568243444888
1,1.0,0.5180900839931428,0.4982991674762866,0.5174014122638532,0.49818330992726034,0.5872340990704297,0.5654571536117883,53.389065318394834,54.19321537888858,53.38816087347393,54.19230184757582,0.5084628484613589,-1767.3508982176932,69.77744691287921,55.797215078830085,0.5125202529428088,0.49782108299285915,0.49958629000156796
2,2.23606797749979,0.9235062661371292,0.920239842515944,0.8086245631418341,0.8166592317060575,0.8602574939090847,0.8543267622359003,30.896364539591374,31.162165981395127,30.89560832415787,31.16132628631799,0.803086646181674,-2308.6694796351403,35.553608638721414,32.62827254960299,0.8086735280633071,0.8166323844562917,0.7966031086645985
0,0.31622776601683794,0.10360205331332203,0.024974183490189716,0.09852502801256197,0.023755776659031995,0.09924198338019093,0.024310924851809433,64.32930017356958,64.33741527551906,64.32838364948063,64.33649569908047,0.09899108853495885,-1431.1689112659483,97.34130925847104,66.01734780629731,0.09883472424465653,0.02376067946192518,0.09481781585986374
1,1.0,0.5449634555540049,0.4968532842742061,0.5411986985119301,0.49422559689610124,0.6400023779943715,0.532926585224202,52.25004431934816,52.16425322453918,52.24912426500196,52.16334111144239,0.5274940854045671,-1766.712892338928,66.1068983587338,53.76467635441638,0.5305284494945958,0.4805837672504881,0.5072597888515263
2,2.23606797749979,0.9156465667149776,0.8120389481342887,0.8984699258824304,0.8000505439676056,0.9870326914197849,0.8603989578677561,31.54206503393901,31.23671216618164,31.54639200457733,31.237384644837714,0.8924871248465893,-2302.0950158820992,42.698496427610806,32.68803635378848,0.8984611716339931,0.7999913824216248,0.8697141805602325
